service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1350,1,1,1,1,0,0,0,2020-01-11,2020-01-21
8103,1,0,0,0,0,0,0,2020-01-10,2020-01-10
9,0,0,0,0,0,1,0,2020-01-10,2020-01-20
8104,0,0,0,0,0,1,1,2020-01-10,2020-01-11
8105,1,0,0,0,0,0,0,2020-01-11,2020-01-20
3062,0,0,0,0,1,1,1,2020-01-12,2020-01-21
8106,0,0,0,0,1,0,0,2020-01-10,2020-01-21
8107,1,1,1,0,0,0,0,2020-01-10,2020-01-20
8108,0,0,0,0,1,0,0,2020-01-10,2020-01-11
8109,0,0,0,0,1,0,0,2020-01-12,2020-01-21
8110,0,1,1,1,0,1,0,2020-01-10,2020-01-21
8111,0,1,1,1,0,0,0,2020-01-11,2020-01-21
8112,0,1,0,0,1,0,0,2020-01-10,2020-01-11
8113,0,1,1,1,1,0,0,2020-01-10,2020-01-11
8116,0,1,0,0,1,0,0,2020-01-11,2020-01-21
8117,1,0,1,1,0,1,0,2020-01-10,2020-01-11
8119,0,1,1,1,0,0,0,2020-01-10,2020-01-11
8120,1,0,1,1,0,1,0,2020-01-11,2020-01-21
8121,0,1,1,1,0,0,0,2020-01-10,2020-01-21
8122,0,1,1,1,0,0,0,2020-01-11,2020-01-21
8123,0,1,1,1,1,0,0,2020-01-11,2020-01-21
266,0,0,0,0,0,1,0,2020-01-12,2020-01-21
6036,0,0,0,0,0,0,1,2020-01-10,2020-01-20
8124,0,1,1,1,0,0,0,2020-01-10,2020-01-11
8125,1,0,0,0,1,1,0,2020-01-10,2020-01-21
8126,1,1,1,1,0,0,1,2020-01-10,2020-01-21
8127,1,0,0,0,1,0,1,2020-01-10,2020-01-21
8128,1,1,1,1,0,0,0,2020-01-11,2020-01-21
8129,1,1,1,1,0,0,0,2020-01-10,2020-01-11
5988,0,0,0,0,0,0,1,2020-01-10,2020-01-11
5984,0,0,0,0,0,0,1,2020-01-12,2020-01-20
8130,1,0,1,1,0,0,0,2020-01-11,2020-01-21
8131,0,1,0,0,1,0,0,2020-01-11,2020-01-21
8132,1,0,0,0,0,0,0,2020-01-11,2020-01-20
8133,0,0,0,0,0,0,1,2020-01-10,2020-01-11
8135,1,0,0,0,0,1,1,2020-01-10,2020-01-11
8136,1,0,0,0,1,1,1,2020-01-11,2020-01-21
8137,0,1,0,0,1,0,0,2020-01-10,2020-01-11
8138,0,1,1,1,0,0,0,2020-01-10,2020-01-21
8139,1,0,0,0,0,0,0,2020-01-10,2020-01-10
8140,0,0,0,1,0,0,1,2020-01-10,2020-01-21
8142,1,0,0,0,0,0,0,2020-01-11,2020-01-20
8143,1,0,0,0,0,0,0,2020-01-10,2020-01-10
8144,1,0,0,1,0,0,0,2020-01-10,2020-01-11
2033,1,1,1,1,1,1,0,2020-01-11,2020-01-21
2578,1,1,1,1,1,1,0,2020-01-10,2020-01-11
8145,1,1,1,1,1,1,0,2020-01-10,2020-01-11
993,1,1,1,1,1,1,0,2020-01-11,2020-01-21
2866,1,1,1,1,1,0,1,2020-01-11,2020-01-21
8146,1,1,0,0,0,0,0,2020-01-10,2020-01-10
8147,1,1,1,1,1,0,1,2020-01-10,2020-01-11
2385,1,1,1,1,1,1,1,2020-01-11,2020-01-21
8148,1,1,1,1,1,1,1,2020-01-10,2020-01-11
6850,1,1,0,0,0,0,0,2020-01-10,2020-01-10
6851,1,1,1,1,1,1,1,2020-01-10,2020-01-11
8149,1,1,0,0,0,0,0,2020-01-10,2020-01-10
8150,1,1,1,1,1,1,0,2020-01-10,2020-01-11
8151,1,1,1,1,0,0,0,2020-01-10,2020-01-21
6818,0,0,0,0,1,1,0,2020-01-10,2020-01-21
8152,0,0,0,0,0,0,1,2021-10-11,2021-10-12
8153,0,0,0,0,1,1,0,2021-10-10,2021-10-13
8154,0,0,0,0,0,0,1,2020-01-21,2021-10-12
8155,0,0,0,0,0,0,1,2020-01-21,2021-10-10
323,0,0,0,0,0,1,0,2020-01-21,2021-10-13
326,0,0,0,0,1,0,0,2021-10-10,2021-10-12
576,0,0,0,0,0,0,1,2020-01-21,2021-10-12
788,0,0,0,0,1,0,0,2020-01-22,2021-10-10
1663,1,0,0,0,0,0,1,2020-01-21,2021-10-12
8156,0,0,0,0,0,1,0,2021-10-10,2021-10-13
564,0,0,0,0,1,0,0,2021-10-10,2021-10-12
533,0,0,0,1,0,0,0,2020-01-22,2020-01-23
8157,0,0,0,0,1,1,0,2020-01-21,2021-10-10
410,0,1,1,1,0,0,0,2021-10-10,2021-10-12
3113,1,0,0,0,0,0,0,2020-01-21,2021-10-12
8158,0,1,1,1,0,0,0,2021-10-10,2021-10-12
8159,1,1,1,1,0,0,0,2020-01-21,2021-10-12
1587,0,0,0,0,1,0,0,2021-10-10,2021-10-12
1591,0,0,0,1,0,0,0,2020-01-21,2020-01-23
8160,0,0,0,0,0,0,1,2020-01-21,2021-10-12
8161,0,0,0,0,1,1,1,2020-01-21,2021-10-13
8162,0,0,0,0,1,0,1,2021-10-10,2021-10-12
8163,0,0,0,1,0,0,1,2020-01-21,2021-10-10
1824,1,1,1,1,1,0,0,2020-01-21,2020-01-23
263,0,0,0,0,0,1,0,2020-01-10,2020-01-11
2153,0,0,0,0,0,1,0,2021-10-10,2021-10-13
8164,1,1,1,1,0,0,0,2020-01-21,2021-10-12
8165,0,0,0,0,0,1,0,2021-10-10,2021-10-13
1149,1,1,1,1,1,0,0,2021-10-10,2021-10-12
2319,0,0,0,0,1,1,0,2020-01-21,2021-10-10
1593,1,1,1,1,0,0,0,2020-01-21,2020-01-23
6244,1,1,1,1,0,0,0,2021-10-10,2021-10-12
8166,0,0,0,0,1,1,0,2020-01-21,2021-10-10
8167,1,1,1,1,1,0,0,2020-01-21,2021-10-12
8168,0,0,0,0,1,0,0,2021-10-10,2021-10-12
4251,0,0,0,0,1,1,0,2020-01-21,2021-10-10
8169,1,1,1,1,0,1,0,2021-10-10,2021-10-13
8170,0,0,0,0,1,0,0,2021-10-10,2021-10-12
8171,1,1,1,0,1,1,0,2020-01-21,2021-10-10
8172,1,1,1,1,0,1,1,2020-01-21,2021-10-13
8173,0,0,0,0,1,0,1,2021-10-10,2021-10-12
8174,0,0,0,0,0,1,1,2020-01-21,2021-10-13
8175,0,0,0,1,0,0,1,2020-01-21,2021-10-10
399,0,0,0,0,0,0,1,2020-01-21,2021-10-12
8176,0,1,1,1,1,1,1,2020-01-21,2021-10-10
8177,0,0,0,0,1,0,0,2021-10-10,2021-10-12
8178,1,1,1,0,1,1,0,2020-01-21,2021-10-10
8179,0,0,0,0,0,0,1,2020-01-21,2021-10-12
8180,1,1,1,1,0,1,0,2021-10-10,2021-10-13
8181,0,1,1,1,1,1,1,2021-10-10,2021-10-13
4619,0,0,0,0,0,0,1,2021-10-11,2021-10-12
8182,1,1,1,1,0,1,1,2020-01-21,2021-10-13
4620,0,0,0,0,0,0,1,2020-01-21,2021-10-10
8183,1,0,0,0,0,0,0,2021-10-10,2021-10-12
8184,1,0,0,0,0,0,0,2020-01-21,2020-01-22
8185,0,0,0,1,0,0,1,2020-01-21,2021-10-10
8186,0,0,0,0,0,0,1,2021-10-11,2021-10-12
3194,1,1,1,1,1,1,0,2020-01-10,2020-01-21
57,0,0,0,0,0,0,1,2020-01-10,2020-01-20
1098,0,0,0,0,1,0,0,2020-01-10,2020-01-21
322,1,1,1,1,1,0,0,2020-01-12,2020-01-12
1722,1,1,1,1,1,0,0,2020-01-20,2020-01-21
8187,0,0,0,0,0,0,1,2020-01-10,2020-01-20
3085,1,0,1,1,1,0,0,2020-01-13,2020-01-20
8188,1,1,1,1,0,1,0,2020-01-10,2020-01-21
3095,1,1,1,1,0,0,0,2020-01-10,2020-01-11
3096,0,1,1,1,1,0,0,2020-01-11,2020-01-12
6324,0,0,0,0,0,1,1,2020-01-10,2020-01-21
8190,1,1,1,1,0,0,0,2020-01-10,2020-01-21
6,0,0,0,0,1,0,0,2020-01-10,2020-01-21
8191,1,1,1,1,0,0,0,2020-01-10,2020-01-21
6034,0,0,0,0,1,0,0,2020-01-11,2020-01-21
166,0,0,0,0,0,1,1,2020-01-11,2020-01-11
8192,0,0,0,0,1,0,0,2020-01-10,2020-01-21
8193,1,1,1,1,0,0,0,2020-01-10,2020-01-21
5798,1,1,1,1,1,1,1,2020-01-10,2020-01-21
6422,0,0,0,0,1,1,1,2020-01-10,2020-01-21
6033,0,0,0,0,0,0,1,2020-01-10,2020-01-12
3347,1,1,1,1,1,1,1,2020-01-10,2020-01-21
8194,0,0,0,0,1,0,0,2020-01-10,2020-01-21
3087,0,0,0,0,0,1,1,2020-01-11,2020-01-21
3343,0,0,0,0,0,0,1,2020-01-11,2020-01-11
3342,1,1,1,1,1,0,1,2020-01-11,2020-01-21
7813,0,0,0,0,0,1,0,2020-01-12,2020-01-20
5139,1,1,1,1,1,0,0,2020-01-10,2020-01-21
3738,0,0,0,0,0,0,1,2020-01-12,2020-01-20
282,0,0,0,0,0,1,0,2020-01-20,2020-01-21
1084,0,0,0,0,0,1,0,2020-01-11,2020-01-12
8195,0,0,0,0,1,0,0,2020-01-10,2020-01-21
1061,0,0,0,0,0,1,0,2020-01-11,2020-01-21
55,1,1,1,1,1,0,0,2020-01-10,2020-01-21
110,0,0,0,0,0,0,1,2020-01-10,2020-01-20
8196,1,1,1,1,0,0,0,2020-01-10,2020-01-21
6354,1,1,1,1,1,1,0,2020-01-10,2020-01-21
5576,1,1,1,1,1,0,0,2020-01-10,2020-01-21
8197,0,0,0,0,0,1,0,2020-01-11,2020-01-12
79,1,1,1,1,1,0,0,2020-01-10,2020-01-21
658,1,0,0,0,0,0,0,2020-01-10,2020-01-20
3156,0,0,0,0,0,1,1,2020-01-10,2020-01-21
6391,0,0,0,0,1,0,1,2020-01-10,2020-01-21
5498,0,0,0,0,0,0,1,2020-01-10,2020-01-12
6439,1,1,1,1,1,1,0,2020-01-10,2020-01-12
4195,0,0,0,0,1,0,0,2020-01-11,2020-01-12
8199,0,0,0,0,0,1,0,2020-01-20,2020-01-21
5,1,1,1,1,1,0,0,2020-01-10,2020-01-21
6372,1,1,1,1,1,1,1,2020-01-10,2020-01-21
1243,0,0,0,0,0,0,1,2020-01-11,2020-01-20
6371,0,1,1,0,0,0,0,2020-01-11,2020-01-11
1114,1,1,1,1,1,1,1,2020-01-21,2021-10-13
8200,1,1,1,1,1,0,0,2020-01-21,2021-10-12
8201,0,0,0,0,1,0,0,2021-10-10,2021-10-12
1186,1,1,1,1,1,0,0,2020-01-21,2021-10-12
8202,0,0,0,0,0,1,1,2020-01-21,2021-10-13
1156,0,0,0,0,0,0,1,2020-01-21,2021-10-12
8203,1,1,1,1,0,0,0,2020-01-21,2021-10-12
8204,0,0,0,0,1,0,0,2020-01-22,2021-10-10
8205,0,0,0,0,0,1,0,2020-01-21,2021-10-10
7096,1,1,1,1,1,1,1,2020-01-21,2021-10-13
1430,0,0,0,0,0,1,0,2020-01-21,2021-10-10
2051,0,0,0,0,0,0,1,2020-01-22,2021-10-11
8206,1,0,0,0,0,1,0,2020-01-21,2021-10-13
8207,0,1,1,1,1,0,0,2021-10-10,2021-10-12
8208,1,1,1,1,1,1,0,2021-10-10,2021-10-13
8209,0,1,1,1,0,0,0,2021-10-10,2021-10-12
8210,1,1,1,1,1,1,0,2020-01-21,2021-10-10
8211,0,1,1,1,0,0,0,2021-10-10,2021-10-12
8212,0,0,0,0,0,0,1,2020-01-21,2021-10-10
8213,0,0,0,0,0,0,1,2021-10-11,2021-10-12
8214,1,0,0,0,0,0,0,2020-01-21,2021-10-12
392,1,1,1,1,1,1,1,2020-01-21,2021-10-13
8215,0,0,0,0,0,1,1,2020-01-21,2021-10-13
8216,1,1,1,1,0,0,0,2020-01-21,2021-10-12
8217,1,1,1,1,0,0,1,2020-01-21,2021-10-12
8218,0,0,0,0,1,0,0,2021-10-10,2021-10-12
401,0,0,0,0,0,0,1,2020-01-21,2021-10-12
8219,1,0,0,0,1,1,1,2020-01-21,2021-10-13
1284,0,0,0,0,0,1,0,2021-10-10,2021-10-13
511,1,1,1,1,0,1,1,2020-01-21,2021-10-13
8220,0,1,1,1,0,0,0,2021-10-10,2021-10-12
8221,0,0,1,1,0,0,0,2020-01-21,2020-01-23
8222,1,1,1,1,1,1,0,2020-01-21,2021-10-13
2489,0,0,0,0,1,0,0,2021-10-10,2021-10-12
8223,0,0,1,1,1,0,0,2021-10-10,2021-10-12
8224,1,1,1,1,0,0,1,2020-01-21,2021-10-12
1272,0,0,0,0,1,0,1,2020-01-21,2021-10-12
3489,0,0,0,0,0,1,0,2020-01-21,2021-10-13
3660,0,0,0,0,1,0,1,2021-10-10,2021-10-12
8225,1,1,0,0,1,1,1,2020-01-21,2021-10-10
8226,1,1,0,0,0,1,1,2021-10-10,2021-10-13
406,1,1,1,1,0,0,0,2020-01-21,2021-10-12
8227,0,0,0,0,0,0,1,2020-01-21,2021-10-12
2024,0,0,0,0,1,1,1,2020-01-21,2021-10-13
8228,1,0,0,0,1,1,1,2020-01-21,2021-10-13
1148,1,1,1,1,1,1,0,2021-10-10,2021-10-13
8229,1,1,1,1,0,0,0,2020-01-21,2021-10-12
3657,0,0,0,1,0,0,1,2020-01-21,2021-10-10
1142,1,1,1,1,1,1,0,2020-01-21,2021-10-10
1876,0,0,0,0,0,0,1,2020-01-21,2021-10-12
1266,1,1,1,1,0,0,0,2020-01-10,2020-01-21
441,0,0,0,0,0,1,1,2020-01-10,2020-01-21
8230,1,0,0,0,0,0,0,2020-01-11,2020-01-20
1693,1,1,1,1,1,0,0,2020-01-10,2020-01-21
2459,1,1,1,1,1,0,1,2020-01-10,2020-01-21
1269,0,0,0,0,1,0,1,2020-01-10,2020-01-11
6004,1,1,1,1,0,0,1,2020-01-10,2020-01-21
8231,1,1,1,1,1,0,1,2020-01-10,2020-01-11
8232,1,0,0,0,0,0,0,2020-01-10,2020-01-10
2035,1,1,1,1,1,0,0,2020-01-10,2020-01-11
8233,1,0,0,0,0,0,0,2020-01-11,2020-01-20
129,0,0,0,0,1,0,0,2020-01-10,2020-01-21
5464,0,0,0,0,0,1,0,2020-01-10,2020-01-11
8234,0,1,1,1,1,1,1,2020-01-10,2020-01-11
8235,0,1,1,1,1,1,1,2020-01-11,2020-01-21
5004,0,0,0,0,1,1,0,2020-01-10,2020-01-21
6111,1,1,1,1,0,0,0,2020-01-10,2020-01-21
2488,0,0,0,0,1,0,0,2020-01-10,2020-01-11
8236,1,0,0,0,0,0,0,2020-01-10,2020-01-10
4835,1,1,1,1,0,0,0,2020-01-10,2020-01-11
8237,1,1,1,1,1,0,1,2020-01-11,2020-01-21
496,1,1,1,1,0,0,0,2020-01-12,2020-01-21
4837,1,1,1,1,0,0,0,2020-01-11,2020-01-11
8238,0,1,1,1,1,1,1,2020-01-11,2020-01-21
8239,0,1,1,1,1,1,1,2020-01-10,2020-01-11
8240,0,0,0,0,0,1,0,2020-01-12,2020-01-21
8241,0,0,0,0,0,1,0,2020-01-10,2020-01-11
8242,1,0,0,0,0,0,0,2020-01-11,2020-01-20
8243,0,1,1,1,0,0,1,2020-01-10,2020-01-11
8244,1,0,0,0,0,0,0,2020-01-10,2020-01-10
8245,0,1,1,1,0,0,1,2020-01-11,2020-01-21
8246,0,0,0,0,1,0,0,2020-01-20,2020-01-21
1391,1,0,1,1,0,0,0,2020-01-10,2020-01-11
673,1,1,1,1,1,1,1,2020-01-10,2020-01-21
3419,1,1,1,1,0,1,1,2020-01-10,2020-01-21
8247,0,0,0,0,1,0,0,2020-01-10,2020-01-12
6125,1,1,1,1,1,1,0,2020-01-10,2020-01-21
5968,1,1,1,1,1,1,1,2020-01-10,2020-01-21
8248,1,0,0,1,0,0,0,2020-01-11,2020-01-21
8249,1,1,1,1,0,0,1,2020-01-11,2020-01-21
2268,1,1,1,1,0,0,0,2020-01-10,2020-01-11
8250,1,0,0,0,0,0,0,2020-01-10,2020-01-11
8251,1,1,1,1,0,0,1,2020-01-10,2020-01-11
2816,0,0,0,0,0,1,1,2020-01-10,2020-01-11
8252,0,1,1,0,0,1,1,2020-01-10,2020-01-11
1067,0,0,0,0,0,1,1,2020-01-12,2020-01-21
8253,0,0,0,0,1,1,0,2020-01-12,2020-01-21
4370,0,0,0,0,1,0,0,2020-01-10,2020-01-11
2575,1,1,1,1,1,1,1,2020-01-10,2020-01-11
1859,1,1,1,1,1,1,1,2020-01-11,2020-01-21
8254,0,1,1,0,0,1,1,2020-01-11,2020-01-21
6066,1,1,1,0,1,1,1,2020-01-10,2020-01-11
8255,0,0,0,0,1,1,0,2020-01-10,2020-01-11
8256,0,0,0,0,0,1,0,2020-01-10,2020-01-11
8257,0,0,0,0,0,1,0,2020-01-12,2020-01-21
1585,1,1,1,1,0,0,0,2020-01-10,2020-01-11
8258,1,1,1,1,1,0,0,2020-01-10,2020-01-11
8259,1,1,1,1,1,0,0,2020-01-11,2020-01-21
1613,1,1,1,1,1,1,0,2020-01-10,2020-01-21
6137,1,1,1,1,1,0,1,2020-01-10,2020-01-21
275,0,0,0,0,0,1,0,2020-01-10,2020-01-21
2935,1,1,1,1,1,0,0,2020-01-10,2020-01-21
2934,0,0,0,1,1,0,0,2020-01-10,2020-01-10
3511,0,0,0,0,1,1,0,2020-01-10,2020-01-21
8261,0,0,0,0,0,1,0,2020-01-20,2020-01-21
8262,0,0,0,0,0,1,0,2020-01-12,2020-01-12
6110,1,1,1,1,0,0,1,2020-01-10,2020-01-21
8263,0,0,0,0,0,1,0,2020-01-10,2020-01-11
3808,1,1,1,1,1,0,1,2020-01-10,2020-01-21
4473,1,1,1,1,0,0,0,2020-01-10,2020-01-11
4952,1,1,1,1,1,1,0,2020-01-10,2020-01-21
6095,1,1,1,1,0,1,1,2020-01-11,2020-01-21
6097,1,1,1,1,1,1,1,2020-01-10,2020-01-11
8264,0,1,1,1,0,0,0,2020-01-10,2020-01-11
8265,0,1,1,1,0,0,0,2020-01-11,2020-01-21
8266,0,0,0,0,1,0,0,2020-01-10,2020-01-11
8267,1,0,0,0,0,0,0,2020-01-10,2020-01-20
8268,0,0,0,0,1,0,0,2020-01-12,2020-01-21
8269,0,0,0,0,0,1,0,2020-01-10,2020-01-11
8271,0,0,0,0,0,1,0,2020-01-12,2020-01-21
8272,1,1,1,1,0,0,0,2020-01-10,2020-01-11
2718,1,1,1,1,1,1,1,2020-01-10,2020-01-21
8273,1,0,0,0,1,1,0,2020-01-11,2020-01-21
8274,1,0,0,0,1,1,0,2020-01-10,2020-01-11
8275,0,1,1,1,1,1,0,2020-01-10,2020-01-21
8276,1,1,1,1,1,0,0,2020-01-11,2020-01-21
8277,1,1,1,1,1,0,0,2020-01-10,2020-01-11
8278,1,1,1,1,1,0,1,2020-01-10,2020-01-21
8279,1,1,1,1,0,0,0,2020-01-11,2020-01-21
8280,0,0,0,0,0,1,1,2020-01-10,2020-01-11
2570,1,1,1,1,0,0,1,2020-01-11,2020-01-21
4766,0,0,1,0,0,0,1,2020-01-10,2020-01-11
8281,1,0,0,0,0,0,0,2020-01-11,2020-01-20
448,1,1,1,1,1,0,0,2020-01-11,2020-01-12
8283,1,0,0,0,0,0,0,2020-01-10,2020-01-10
8284,1,0,1,0,0,0,0,2020-01-10,2020-01-11
5445,0,0,0,0,0,1,1,2020-01-12,2020-01-21
8285,0,1,0,0,0,0,0,2020-01-10,2020-01-11
8286,1,1,1,1,1,1,1,2020-01-10,2020-01-11
2867,1,1,1,1,1,0,1,2020-01-10,2020-01-11
6226,1,1,1,1,1,0,0,2020-01-10,2020-01-11
5446,1,1,1,1,1,0,0,2020-01-11,2020-01-21
8288,0,0,0,0,0,1,0,2020-01-12,2020-01-21
8289,1,1,1,1,1,0,0,2020-01-11,2020-01-21
6225,1,1,1,1,1,0,0,2020-01-11,2020-01-21
8290,0,1,0,0,0,0,0,2020-01-11,2020-01-20
8291,0,1,0,1,0,0,0,2020-01-10,2020-01-11
3326,1,1,1,1,1,1,0,2020-01-10,2020-01-11
8292,1,0,1,1,1,1,1,2020-01-10,2020-01-11
135,0,0,0,0,0,1,1,2020-01-12,2020-01-12
8293,0,0,0,0,0,0,1,2020-01-11,2020-01-12
8294,0,1,1,1,0,0,0,2020-01-11,2020-01-21
8295,1,0,1,1,1,1,1,2020-01-11,2020-01-21
6145,1,1,1,1,1,1,0,2020-01-10,2020-01-11
6009,0,0,0,0,1,1,1,2020-01-10,2020-01-11
6146,1,1,1,1,1,1,0,2020-01-11,2020-01-21
8296,0,0,0,0,0,0,1,2020-01-12,2020-01-20
8297,0,1,1,1,0,0,0,2020-01-10,2020-01-11
5116,0,0,0,0,1,1,1,2020-01-12,2020-01-21
2612,1,0,0,0,0,0,0,2020-01-10,2020-01-10
4001,0,1,1,1,0,0,0,2020-01-10,2020-01-11
8298,0,0,0,0,0,1,0,2020-01-12,2020-01-12
274,0,0,1,0,0,0,1,2020-01-10,2020-01-11
8299,0,0,0,0,0,1,0,2020-01-10,2020-01-11
1877,0,0,0,0,0,0,1,2020-01-10,2020-01-11
2958,1,1,1,1,1,0,0,2020-01-10,2020-01-11
8300,0,0,0,0,0,0,1,2020-01-10,2020-01-11
8301,0,0,0,0,0,1,0,2020-01-20,2020-01-21
6279,1,1,1,1,1,1,1,2020-01-10,2020-01-11
8302,0,0,0,0,0,1,0,2020-01-10,2020-01-11
8303,1,1,1,1,0,0,1,2020-01-11,2020-01-21
8304,1,0,0,1,0,0,0,2020-01-11,2020-01-21
8305,0,0,0,1,0,0,0,2020-01-10,2020-01-11
8306,1,1,1,1,0,0,0,2020-01-11,2020-01-21
8307,1,1,1,1,0,0,1,2020-01-10,2020-01-11
8308,1,1,1,1,0,0,0,2020-01-10,2020-01-11
3791,1,1,1,1,1,1,0,2020-01-10,2020-01-11
3790,1,1,1,1,1,0,0,2020-01-20,2020-01-21
3782,1,0,1,0,0,0,0,2020-01-10,2020-01-10
3792,1,0,1,0,0,0,0,2020-01-13,2020-01-20
8309,0,0,0,0,0,0,1,2020-01-10,2020-01-11
4659,0,0,0,0,0,0,1,2020-01-11,2020-01-20
8310,0,0,0,0,0,0,1,2020-01-12,2020-01-20
8311,0,0,0,0,1,1,0,2020-01-10,2020-01-11
8312,0,1,1,0,0,0,0,2020-01-10,2020-01-11
6134,1,1,1,1,1,0,0,2020-01-10,2020-01-12
8313,0,1,1,0,0,0,0,2020-01-11,2020-01-20
6131,0,0,0,0,0,1,1,2020-01-10,2020-01-11
6133,1,1,1,1,1,1,1,2020-01-12,2020-01-21
8314,0,0,0,0,1,1,0,2020-01-12,2020-01-21
8315,1,1,1,1,1,0,0,2020-01-11,2020-01-21
8316,1,1,1,1,1,0,0,2020-01-10,2020-01-11
8317,0,0,0,0,0,1,0,2020-01-12,2020-01-21
8319,0,0,0,0,0,1,1,2020-01-12,2020-01-21
7201,1,1,1,1,0,0,0,2020-01-10,2020-01-11
1071,1,0,0,0,0,0,0,2020-01-11,2020-01-20
7202,0,0,0,0,0,0,1,2020-01-10,2020-01-11
8320,0,0,0,0,1,0,0,2020-01-12,2020-01-21
8321,0,0,0,0,1,0,0,2020-01-10,2020-01-11
8322,0,0,0,0,0,1,1,2020-01-10,2020-01-11
4959,0,1,1,1,1,0,0,2020-01-10,2020-01-11
