service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
802,1,1,1,1,1,0,0,20211214,20211218
2582,0,1,1,1,1,0,0,20211215,20220101
5491,1,0,0,0,1,0,0,20211120,20211127
435,1,1,1,1,1,0,0,20211119,20211127
622,0,0,1,0,1,0,0,20211120,20211127
9,0,0,0,0,1,0,0,20211120,20211211
10,1,0,0,0,0,0,0,20211123,20211207
191,0,0,0,0,0,1,1,20211121,20211212
345,1,1,1,1,0,0,0,20211119,20211210
6935,1,1,1,1,0,0,0,20211119,20211210
296,0,0,1,0,0,0,0,20220106,20220217
5238,1,1,1,1,0,0,0,20211119,20211210
324,1,1,1,1,1,0,0,20211119,20211127
6934,1,1,1,1,0,0,0,20211119,20211210
3583,1,1,1,1,1,0,0,20211119,20211204
1288,1,1,1,1,1,0,1,20211213,20220217
3,1,1,1,1,1,0,0,20211119,20211211
553,0,0,0,0,0,0,1,20211213,20220214
1517,1,1,1,1,1,0,0,20220111,20220217
6939,1,1,1,1,1,1,1,20220110,20220217
3686,1,1,1,1,1,1,1,20220111,20220217
2685,1,1,1,1,1,0,1,20220111,20220217
4801,0,0,0,0,0,1,0,20220116,20220213
6839,0,0,0,0,0,0,1,20220117,20220214
1787,1,1,1,1,1,1,0,20220111,20220217
2313,0,0,1,0,0,0,0,20211216,20220203
322,0,0,1,0,0,0,0,20211125,20211209
814,0,0,0,0,0,1,1,20211121,20211122
319,1,1,1,1,0,0,0,20211221,20211231
327,1,0,0,0,1,0,0,20211123,20211207
5566,1,1,1,1,1,0,0,20211119,20211127
346,1,1,1,1,0,0,0,20211214,20220217
334,0,0,0,0,1,0,0,20211218,20220212
2460,0,1,1,1,1,0,0,20220112,20220122
4684,1,1,0,1,1,0,0,20220208,20220216
405,0,0,0,0,0,1,1,20211213,20220214
1343,0,0,0,0,0,0,1,20211122,20211206
1243,0,0,0,0,0,1,0,20211219,20220213
2459,1,1,1,1,1,0,0,20220125,20220217
830,1,1,1,1,0,0,0,20220111,20220121
3740,1,1,1,1,1,0,0,20220125,20220217
378,0,1,1,1,1,0,0,20211119,20211211
596,0,0,0,1,0,0,0,20211119,20211210
4957,1,1,0,1,0,0,0,20211119,20211210
200,1,1,1,1,1,0,0,20211119,20211211
349,1,1,0,1,1,0,0,20211119,20211211
6714,0,0,1,0,0,0,0,20211125,20211202
7778,1,0,0,0,0,0,0,20220125,20220201
1260,1,1,1,1,1,0,0,20220125,20220205
3110,1,1,1,0,0,0,0,20220215,20220217
3688,1,0,0,0,0,0,0,20220125,20220207
7838,1,1,1,0,0,0,0,20220215,20220217
5020,1,1,1,1,1,0,0,20220104,20220205
7839,0,1,1,1,1,0,0,20220126,20220205
92,0,0,0,0,1,0,0,20211120,20211211
1242,0,0,0,1,1,0,0,20211119,20211120
7566,1,1,1,1,0,0,1,20211119,20211210
342,1,1,1,1,1,1,0,20211119,20211212
2505,1,1,1,1,1,1,1,20211119,20211212
4787,0,0,0,0,1,0,0,20211120,20211211
328,0,0,0,0,0,1,0,20211121,20211212
115,0,0,0,0,1,0,1,20211120,20211211
7608,1,1,1,1,0,1,1,20211119,20211212
114,1,1,1,1,1,0,1,20211119,20211211
186,1,1,1,1,1,0,0,20211119,20211211
153,1,1,1,1,1,0,1,20211119,20211211
686,1,1,1,1,1,0,0,20211119,20211211
2318,0,0,0,1,1,0,0,20211119,20211120
3178,1,1,1,1,1,0,0,20211119,20211203
3761,1,1,1,1,1,0,0,20211119,20211203
258,0,0,0,1,1,0,0,20211119,20211120
7598,1,1,1,1,0,0,0,20211119,20211126
7597,1,1,1,1,0,0,0,20211119,20211203
4554,0,0,0,0,0,0,1,20211122,20211206
5497,1,1,1,1,0,0,1,20211119,20211212
34,1,1,1,1,0,0,1,20211119,20211210
4262,1,1,1,1,0,0,1,20211119,20211210
4508,1,1,1,1,1,0,0,20211119,20211211
2134,1,1,1,1,0,0,0,20211119,20211210
4392,1,1,1,1,1,0,0,20211119,20211211
289,0,0,0,0,1,0,0,20211120,20211211
7600,1,1,1,1,1,0,0,20211119,20211211
2385,0,1,1,1,1,0,0,20211119,20211211
2335,0,1,1,1,0,0,0,20211215,20211231
6850,0,0,0,0,1,0,0,20211120,20211211
57,0,1,1,1,1,0,0,20211119,20211211
1068,0,0,0,0,0,1,0,20211121,20211212
1530,0,1,1,1,1,1,0,20211119,20211212
3084,0,0,0,1,1,1,0,20211119,20211121
2066,0,1,1,1,1,0,0,20211119,20211211
4757,0,1,1,1,1,0,0,20211119,20211211
178,0,0,0,1,1,0,0,20211119,20211120
2174,1,1,1,1,1,0,0,20211214,20220217
2374,0,0,0,0,0,1,1,20211213,20220214
2843,0,1,0,0,1,0,0,20211120,20211127
3047,0,0,1,0,1,0,0,20211120,20211211
3863,1,1,1,1,1,0,0,20211214,20220129
201,1,1,1,1,1,0,0,20211214,20220129
1200,0,0,0,0,0,1,1,20211205,20211206
1124,1,1,1,1,0,0,0,20211119,20211210
3925,1,1,1,1,1,0,0,20211119,20211211
2358,1,1,1,1,1,0,0,20211119,20211211
1250,1,1,1,1,1,0,0,20211119,20211211
2152,0,1,1,1,1,0,0,20211119,20211127
679,1,1,1,1,1,0,0,20211119,20211211
3822,0,1,1,1,1,0,0,20211201,20211204
684,1,1,1,1,1,0,0,20211130,20211211
339,1,0,0,0,0,0,0,20211123,20211207
2202,1,1,1,1,1,0,0,20211130,20211211
2544,1,1,1,1,1,0,0,20211119,20211211
1122,1,1,1,1,1,0,0,20211119,20211127
1038,0,0,0,0,0,1,0,20211121,20211128
4692,1,1,1,1,0,0,0,20211119,20211126
7646,1,1,1,1,0,0,0,20211119,20211126
4807,0,1,1,1,1,0,0,20211208,20211211
4020,1,1,1,1,0,0,0,20211130,20211203
205,1,1,1,1,1,0,0,20211130,20211211
637,1,1,1,1,0,0,0,20211119,20211210
6654,0,0,0,1,0,0,0,20211125,20211210
1926,1,1,1,1,1,1,0,20211119,20211212
5467,0,0,1,0,0,0,0,20211125,20211209
164,0,0,0,0,0,0,1,20211122,20211206
1123,1,1,1,1,0,0,0,20211119,20211126
268,0,0,0,1,1,0,0,20211119,20211120
4215,1,1,1,1,1,0,0,20211119,20211127
7139,1,1,1,1,1,0,0,20211130,20211204
2077,1,1,1,1,1,0,0,20211119,20211127
2884,1,1,1,1,1,0,0,20211119,20211211
7344,0,0,1,0,1,0,0,20211120,20211211
3897,0,0,0,0,0,1,1,20211121,20211122
4759,1,1,1,1,1,0,0,20211123,20211211
6949,1,1,1,1,1,0,0,20211119,20211211
7349,1,1,1,1,1,0,0,20211119,20211211
7360,1,1,1,1,1,0,0,20211119,20211211
281,0,0,0,0,0,1,0,20211121,20211212
330,1,1,0,1,1,0,0,20211119,20211211
344,0,1,1,1,1,0,0,20211119,20211211
298,1,1,1,1,0,0,0,20211123,20211210
341,1,1,1,1,0,1,0,20211221,20220102
835,1,1,1,1,1,0,0,20220201,20220205
4043,1,1,1,1,1,0,0,20220201,20220212
1305,1,1,1,1,1,0,0,20211123,20211127
398,1,1,1,1,1,0,0,20220208,20220212
2973,1,1,1,1,1,0,0,20211214,20220217
7093,0,0,1,0,0,0,0,20220127,20220203
2501,1,1,1,1,1,0,0,20220125,20220205
159,1,1,1,1,1,0,0,20211119,20211211
2470,1,1,1,1,1,0,0,20211214,20220217
7102,1,1,1,1,1,0,0,20211214,20220217
7412,0,1,1,1,1,0,0,20211119,20211127
5310,1,1,1,0,0,0,0,20211123,20211125
7159,0,0,1,0,1,0,0,20211125,20211127
3673,1,1,1,1,0,0,0,20211119,20211126
240,1,1,1,1,1,0,0,20211127,20211211
779,1,1,1,1,1,0,0,20211214,20220217
791,0,1,1,1,1,1,1,20211119,20211212
783,0,0,0,0,1,0,0,20211127,20211204
784,1,1,0,1,1,0,0,20211123,20211204
785,1,1,1,1,1,0,0,20211123,20211204
4959,0,0,0,0,0,1,0,20211226,20220102
292,1,1,1,1,1,0,0,20211214,20220217
379,0,1,1,1,1,0,0,20211215,20220217
7437,0,0,0,0,0,1,0,20211219,20220213
1593,0,0,0,0,0,1,0,20211219,20220213
371,1,0,0,0,0,0,0,20211214,20220215
293,0,0,1,0,0,0,0,20211216,20220217
297,1,1,0,1,1,0,0,20211214,20220216
348,0,0,0,0,0,1,0,20211219,20220213
340,1,0,0,0,0,0,0,20211214,20220215
367,0,0,0,0,1,0,0,20211218,20220212
3539,0,0,0,0,0,0,1,20211213,20220214
1725,0,0,0,0,1,0,0,20211218,20220212
3236,0,0,1,0,0,0,0,20211216,20220217
364,1,1,1,1,1,1,1,20211213,20220217
431,0,1,1,1,1,0,0,20211215,20220217
4653,0,0,0,0,0,0,1,20211213,20220214
3238,1,1,0,1,1,1,0,20211214,20220216
3538,0,0,0,0,1,0,1,20211220,20220103
300,0,0,0,0,0,1,0,20211219,20220213
352,0,0,1,0,0,0,0,20211216,20220217
359,1,1,1,1,0,0,0,20211221,20211231
335,0,0,0,0,0,1,0,20211219,20220213
419,0,0,0,0,1,0,0,20211218,20220212
351,0,0,1,0,0,0,0,20211223,20211230
365,1,1,0,1,1,0,0,20211214,20220216
363,1,1,1,1,0,1,0,20211214,20220217
362,1,1,1,1,0,0,0,20211214,20220217
350,1,1,0,1,1,0,0,20211214,20220216
361,0,0,1,0,0,0,0,20211216,20220217
338,0,0,0,0,1,0,0,20211218,20220212
357,1,1,0,1,0,0,0,20211214,20220216
541,1,0,0,0,0,0,0,20211130,20211207
2054,1,1,1,1,1,1,1,20211130,20211212
4390,0,1,1,1,1,1,1,20211201,20211212
7833,0,1,0,1,0,0,0,20211119,20211210
2543,1,0,1,0,1,0,0,20211120,20211211
36,1,1,1,1,1,0,0,20211119,20211211
7879,0,0,0,0,0,1,0,20211121,20211212
131,1,0,0,0,0,0,0,20211123,20211207
7880,1,1,1,1,1,1,1,20211119,20211212
2,0,0,0,0,0,0,1,20211122,20211206
1317,0,1,1,1,1,1,0,20211119,20211212
126,0,0,0,0,0,0,1,20211122,20211206
817,0,0,1,0,0,1,0,20211121,20211212
623,1,1,1,1,1,1,0,20211214,20220217
3373,0,0,1,0,0,1,0,20211216,20220217
318,1,1,1,1,1,0,1,20211213,20220217
366,1,1,1,1,1,1,1,20211119,20211212
2683,0,0,0,0,0,1,0,20211121,20211212
3239,0,0,1,0,0,0,0,20211125,20211209
3237,1,1,0,1,1,1,0,20211119,20211212
602,0,0,0,0,0,0,1,20211122,20211206
354,1,1,1,1,0,1,0,20211119,20211212
358,1,1,1,1,0,0,0,20211119,20211210
356,0,0,1,0,0,0,0,20211125,20211209
360,1,1,0,1,0,0,0,20211119,20211210
386,1,1,0,1,1,0,0,20211214,20220216
369,1,1,1,1,1,0,0,20211214,20220217
355,1,1,1,1,0,1,0,20211214,20220217
336,0,0,0,0,1,1,0,20211218,20220213
337,0,0,0,0,1,1,0,20211120,20211212
447,0,0,0,0,1,1,0,20211120,20211212
430,0,1,1,1,1,0,0,20211215,20220217
4764,0,0,0,0,1,1,0,20211218,20220213
331,1,0,0,0,0,0,0,20211214,20220215
353,1,1,1,1,1,0,1,20211213,20220217
343,1,1,1,1,1,1,0,20211214,20220217
1700,1,1,1,1,1,0,0,20211214,20220205
4310,0,0,0,0,0,1,0,20211219,20220213
2308,0,0,0,0,0,0,1,20211213,20220214
558,0,0,0,0,0,0,1,20211213,20220214
7286,1,1,0,1,1,0,0,20211214,20220205
151,0,0,1,0,0,0,0,20211125,20211209
2639,1,0,0,0,0,0,0,20211214,20220215
670,1,1,1,1,1,1,0,20211214,20220217
994,1,1,1,1,1,0,0,20211214,20220205
7552,1,1,1,1,1,1,1,20211213,20220217
2606,0,0,1,0,0,0,0,20211216,20220203
2761,0,0,0,0,1,0,1,20211120,20211211
4230,0,0,0,0,1,0,1,20211213,20220214
5096,0,0,0,0,1,0,1,20211213,20220214
1900,0,0,0,0,0,1,0,20211226,20220102
5409,0,0,0,0,1,0,1,20211220,20220103
6794,1,1,1,1,1,0,1,20211220,20220103
274,1,1,1,1,0,0,0,20211221,20211231
5377,1,1,1,1,0,1,0,20211221,20220102
4061,0,0,0,0,1,1,1,20211220,20220103
1977,0,0,0,0,0,1,1,20211121,20211212
1976,0,0,0,0,0,1,1,20211213,20220217
7561,0,0,0,0,0,1,1,20220104,20220217
874,1,1,1,1,1,0,1,20211213,20220217
7147,0,0,0,0,1,1,0,20211218,20220213
4935,1,0,0,0,1,1,1,20211213,20220215
3956,1,1,1,1,1,0,0,20211214,20220205
2304,1,1,1,1,1,1,0,20211119,20211211
7545,0,0,0,0,1,0,0,20211120,20211211
501,1,1,1,1,1,0,0,20211214,20220217
383,0,0,0,0,0,1,1,20211121,20211212
866,1,1,1,1,1,1,0,20211119,20211212
1785,1,1,1,1,0,0,1,20211213,20220217
2186,0,0,0,0,1,0,0,20211218,20220212
2751,0,0,0,0,0,1,0,20220109,20220130
764,1,1,1,1,1,1,0,20211214,20220217
758,0,0,0,0,0,1,0,20211219,20220213
752,1,1,1,1,1,0,0,20211214,20220217
760,0,0,0,0,0,0,1,20211213,20220214
798,1,1,1,1,1,0,0,20211214,20220217
403,1,1,1,1,1,1,0,20211119,20211212
3153,1,1,1,1,1,1,0,20211119,20211212
792,1,1,1,1,1,1,0,20211214,20220217
793,1,1,1,1,1,1,0,20211119,20211212
809,0,0,0,0,0,1,0,20211130,20211212
2518,0,0,0,0,0,0,1,20211213,20220214
4564,1,0,0,0,0,0,0,20211214,20220215
2750,0,0,0,0,0,0,1,20211213,20220131
3667,0,0,0,0,1,0,0,20211218,20220205
21,1,1,1,1,0,0,0,20211119,20211210
1567,1,1,1,1,0,0,0,20211214,20220217
3884,1,1,1,1,0,0,0,20211214,20220217
2908,0,0,0,0,0,0,1,20211213,20220214
1971,1,1,1,1,1,1,0,20211214,20220217
3741,0,0,0,0,0,1,0,20211219,20220213
211,1,1,1,1,1,0,0,20211214,20220217
1032,0,0,0,0,0,1,0,20211219,20220213
1022,0,0,0,0,0,0,1,20211213,20220214
275,0,0,0,0,1,0,0,20211218,20220212
1788,0,0,1,0,0,1,0,20211121,20211212
1046,0,0,0,0,0,1,0,20211219,20220213
1023,0,0,0,0,0,1,1,20211121,20211212
1033,1,1,1,1,1,1,1,20211119,20211212
395,1,1,1,1,0,1,1,20211119,20211212
1961,0,0,1,0,0,1,0,20211121,20211212
453,0,1,1,1,0,0,0,20211119,20211210
640,1,1,1,1,1,0,1,20211119,20211211
7881,1,1,0,1,1,0,0,20211119,20211211
7882,0,0,1,0,0,0,0,20211125,20211209
7883,1,1,0,1,1,0,0,20211214,20211218
3274,1,0,0,0,0,0,0,20211123,20211207
3883,1,1,1,1,0,0,0,20211119,20211210
5507,1,1,0,1,1,0,0,20211130,20211211
5506,1,1,0,1,1,0,0,20211119,20211127
5009,0,1,1,1,1,0,0,20211119,20211211
5343,0,0,0,1,1,0,0,20211119,20211124
5344,1,1,1,1,1,0,0,20211125,20211211
5484,1,1,1,1,1,0,0,20211119,20211211
5561,0,1,0,0,1,1,0,20211120,20211212
3681,0,0,1,0,1,0,0,20211120,20211209
3680,1,1,0,1,1,0,0,20211119,20211211
2426,1,1,0,0,1,0,0,20211120,20211211
3899,0,0,1,1,1,0,0,20211119,20211211
2681,1,0,0,0,0,0,0,20211214,20220201
2247,0,0,0,0,1,0,0,20211218,20220205
4917,1,1,1,1,1,0,1,20211228,20220205
578,1,1,0,1,1,0,0,20211214,20220212
583,0,0,1,0,0,0,0,20211216,20220210
571,1,1,1,1,1,0,0,20211214,20220212
5316,1,1,1,1,1,1,1,20211119,20211212
2708,1,1,1,1,1,1,0,20211214,20220217
2223,1,1,1,1,1,1,1,20211213,20220217
1491,0,0,0,0,0,0,1,20211213,20220214
3140,0,0,0,0,0,1,0,20211219,20220213
2491,0,0,0,0,0,0,1,20211213,20220207
4803,1,1,1,1,0,1,0,20211214,20220217
2762,0,0,0,0,1,0,1,20211213,20220214
3525,1,1,1,1,0,1,1,20211213,20220217
5391,0,0,0,0,0,0,1,20211220,20220103
5214,1,1,1,1,1,0,0,20211214,20220205
2592,1,1,1,1,0,0,0,20211214,20220217
2842,1,1,0,1,1,0,0,20211214,20220205
2015,0,0,0,0,0,0,1,20211213,20220214
4543,0,0,0,0,1,0,0,20211218,20220205
3146,0,0,0,0,0,0,1,20211213,20220214
3172,1,1,1,1,1,0,0,20211214,20220205
1716,1,1,1,1,1,0,0,20211214,20220217
5144,1,0,0,0,0,0,0,20211214,20220201
401,1,1,1,1,1,0,0,20211214,20220217
4713,1,1,1,1,1,0,0,20211214,20220217
2111,1,1,1,1,0,1,0,20211228,20220102
2109,1,1,1,1,1,1,0,20211214,20220217
2110,1,1,1,1,1,1,0,20211119,20211212
1901,0,1,1,1,1,0,0,20211215,20220217
7887,1,1,1,1,1,1,1,20211119,20211212
4413,0,0,1,0,1,1,0,20211120,20211212
4412,0,0,1,0,1,1,0,20211216,20220217
7076,1,1,1,1,1,0,0,20211130,20211211
7079,1,1,1,1,1,1,0,20211119,20211212
7090,1,1,1,1,1,1,0,20211119,20211212
6980,0,0,0,0,1,1,0,20211218,20220213
6051,0,0,0,0,1,1,1,20211213,20220214
3826,0,0,0,0,1,1,1,20211120,20211212
4160,1,1,1,1,0,0,0,20211214,20220217
2205,1,1,0,1,1,0,0,20211214,20220207
7078,1,1,0,1,1,1,1,20211213,20220216
1691,0,0,1,0,0,0,0,20211216,20220217
7077,1,1,0,1,1,1,1,20211119,20211212
4301,1,1,1,1,0,1,1,20211213,20220217
4300,1,1,1,1,0,1,1,20211119,20211212
7137,0,0,0,0,0,1,1,20211213,20220217
2021,0,0,0,0,1,0,1,20211213,20220217
2022,0,0,0,0,1,0,1,20211120,20211211
7136,0,0,0,0,1,0,0,20211120,20211211
7134,0,0,0,0,1,0,0,20211218,20220207
4435,0,0,0,0,1,0,1,20211120,20211211
4185,0,0,0,0,0,0,1,20211122,20211206
4969,1,0,0,0,0,0,0,20211214,20220201
4970,0,1,1,1,1,1,1,20211213,20220217
4184,0,0,0,0,0,0,1,20211213,20220214
1056,1,0,0,0,0,0,0,20211123,20211207
2293,1,1,1,1,1,0,0,20211119,20211211
4281,1,1,1,1,1,0,0,20211119,20211211
3002,1,1,1,1,1,0,0,20211214,20220217
2121,1,1,1,1,1,0,0,20211214,20220217
7145,0,0,0,0,1,0,1,20211120,20211211
7146,0,0,0,0,1,0,1,20211228,20220205
4655,0,1,1,1,1,1,0,20211119,20211212
7148,0,1,1,1,1,1,0,20211215,20220217
7153,0,1,1,1,1,0,0,20211119,20211211
6837,1,1,1,1,1,1,1,20211213,20220217
7156,1,1,1,1,0,1,1,20211213,20220217
3179,1,1,1,1,1,0,0,20211204,20211211
7157,1,1,1,1,1,1,0,20211119,20211203
6915,0,0,0,0,0,0,1,20211213,20220131
4190,1,1,1,1,0,0,0,20211214,20220128
4191,1,1,1,1,0,0,0,20211119,20211210
2591,1,1,0,1,0,0,0,20211119,20211210
2590,1,1,0,1,0,0,0,20211214,20220204
769,1,1,1,1,1,0,0,20211214,20220217
775,0,0,0,0,0,1,1,20211213,20220214
782,1,1,0,1,1,0,0,20211214,20220216
796,0,0,0,0,1,0,0,20211218,20220212
797,1,1,1,1,0,0,0,20211214,20220217
800,0,0,0,0,0,0,1,20211213,20220214
801,0,0,0,0,0,1,0,20211219,20220213
688,1,1,1,1,1,0,0,20211214,20220217
5595,1,1,1,1,1,0,0,20211214,20220217
900,0,0,1,0,0,0,0,20211119,20211211
824,1,1,0,1,1,0,0,20211214,20220216
820,1,1,0,1,0,0,0,20211221,20211231
795,0,0,0,0,0,0,1,20211213,20220214
774,0,0,0,0,0,0,1,20211213,20220214
2772,0,0,0,0,1,1,0,20211218,20220213
1957,0,0,0,0,0,0,1,20211129,20211206
811,0,0,0,0,0,1,0,20211128,20211212
815,1,1,1,1,1,0,0,20211123,20211211
813,0,0,0,1,1,0,0,20211119,20211120
816,0,0,0,0,0,1,1,20211128,20211212
7535,1,1,1,1,1,1,0,20211214,20220217
3343,1,1,1,1,0,0,0,20211221,20211231
818,0,0,1,0,0,1,0,20211216,20220217
819,0,0,1,0,0,1,0,20211216,20220217
664,1,1,1,1,1,0,0,20211119,20211211
7718,0,0,0,0,1,0,0,20211218,20220212
590,1,1,0,1,0,0,0,20211119,20211210
6605,1,1,1,1,1,1,0,20211201,20211212
6653,1,1,1,1,1,1,1,20211213,20220217
4470,1,1,1,1,1,0,0,20211214,20220217
210,0,0,0,0,0,1,1,20211205,20211212
6655,1,1,1,1,1,1,1,20211213,20220217
6603,0,1,1,1,1,1,1,20211201,20211212
6604,1,1,1,1,1,1,1,20211213,20220217
5346,1,1,1,1,0,1,0,20211201,20211212
5349,1,1,1,1,0,1,1,20211213,20220217
6668,0,0,0,0,1,0,0,20211218,20220212
7315,0,0,0,0,0,0,1,20211213,20220214
471,0,0,0,0,1,0,0,20211204,20211211
1777,1,1,1,1,1,1,0,20211201,20211212
4978,1,1,1,1,1,1,0,20211214,20220217
5347,0,0,0,0,1,0,0,20211218,20220212
1778,1,1,1,1,1,1,1,20211213,20220217
3056,0,0,0,0,0,1,1,20211213,20220214
3054,1,1,1,1,1,0,0,20211214,20220217
5023,1,1,1,1,1,0,0,20211214,20220217
4792,1,1,1,1,1,1,1,20211119,20211212
3053,1,1,1,1,1,0,0,20211214,20220217
2271,0,1,1,1,1,0,0,20211215,20220212
2221,1,1,1,1,1,1,0,20211201,20211212
5114,0,0,0,0,0,0,1,20211213,20220214
6656,1,1,1,1,1,0,1,20211213,20220214
6659,1,1,1,0,0,0,0,20220215,20220217
1160,1,0,0,0,0,0,0,20211214,20220208
2269,0,1,1,1,1,0,0,20211201,20211211
2268,0,1,1,0,0,0,0,20220216,20220217
5149,1,1,1,1,1,1,1,20211119,20211212
3799,1,1,1,0,0,0,0,20220215,20220217
5151,1,1,1,0,0,0,0,20220215,20220217
6678,1,1,1,0,0,0,0,20220215,20220217
3802,1,1,1,1,1,1,1,20211213,20220214
4536,1,1,1,1,1,1,0,20211201,20211212
6680,0,1,1,0,0,0,0,20211215,20211216
7572,1,1,1,1,1,0,0,20211214,20220212
7571,1,1,1,0,0,0,0,20220215,20220217
3939,0,0,0,0,0,1,0,20211219,20220213
6681,1,1,1,1,1,1,0,20211214,20220213
4534,0,0,0,0,1,1,1,20211204,20211206
1647,1,1,1,1,1,0,0,20211207,20211211
5199,0,1,1,1,1,0,0,20211126,20211204
5202,1,1,1,1,1,0,0,20220104,20220207
1419,0,0,0,0,0,0,1,20211213,20220214
5198,0,0,0,0,0,1,0,20220102,20220206
2116,1,1,1,1,1,0,0,20211204,20211211
2115,0,1,0,1,0,0,0,20211126,20211203
6607,0,0,0,0,0,0,1,20211213,20220207
2118,0,0,0,0,0,1,0,20220109,20220206
2120,1,1,1,1,1,0,0,20220104,20220207
1337,1,1,1,1,1,1,1,20211213,20220217
4805,1,1,1,1,1,1,1,20211213,20220217
