service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
10,1,0,0,0,0,0,0,2020-01-12,2020-01-20
191,0,0,0,0,0,1,1,2020-01-12,2020-01-21
345,1,1,1,1,0,0,0,2020-01-11,2020-01-21
6935,1,1,1,1,0,0,0,2020-01-11,2020-01-21
296,0,0,1,0,0,0,0,2021-10-10,2021-10-21
5238,1,1,1,1,0,0,0,2020-01-11,2020-01-21
324,1,1,1,1,1,0,0,2020-01-11,2020-01-12
6934,1,1,1,1,0,0,0,2020-01-11,2020-01-21
3583,1,1,1,1,1,0,0,2020-01-11,2020-01-20
1288,1,1,1,1,1,0,1,2020-01-21,2021-10-21
3,1,1,1,1,1,0,0,2020-01-11,2020-01-21
553,0,0,0,0,0,0,1,2020-01-21,2021-10-21
1517,1,1,1,1,1,0,0,2021-10-11,2021-10-21
6939,1,1,1,1,1,1,1,2021-10-11,2021-10-21
3686,1,1,1,1,1,1,1,2021-10-11,2021-10-21
2685,1,1,1,1,1,0,1,2021-10-11,2021-10-21
4801,0,0,0,0,0,1,0,2021-10-11,2021-10-21
6839,0,0,0,0,0,0,1,2021-10-11,2021-10-21
1787,1,1,1,1,1,1,0,2021-10-11,2021-10-21
2313,0,0,1,0,0,0,0,2020-01-21,2021-10-20
322,0,0,1,0,0,0,0,2020-01-12,2020-01-20
814,0,0,0,0,0,1,1,2020-01-12,2020-01-12
319,1,1,1,1,0,0,0,2020-01-22,2020-01-23
327,1,0,0,0,1,0,0,2020-01-12,2020-01-20
5566,1,1,1,1,1,0,0,2020-01-11,2020-01-12
346,1,1,1,1,0,0,0,2020-01-21,2021-10-21
334,0,0,0,0,1,0,0,2020-01-21,2021-10-21
2460,0,1,1,1,1,0,0,2021-10-11,2021-10-12
4684,1,1,0,1,1,0,0,2021-10-20,2021-10-21
405,0,0,0,0,0,1,1,2020-01-21,2021-10-21
1343,0,0,0,0,0,0,1,2020-01-12,2020-01-20
1243,0,0,0,0,0,1,0,2020-01-21,2021-10-21
2459,1,1,1,1,1,0,0,2021-10-12,2021-10-21
830,1,1,1,1,0,0,0,2021-10-11,2021-10-12
3740,1,1,1,1,1,0,0,2021-10-12,2021-10-21
378,0,1,1,1,1,0,0,2020-01-11,2020-01-21
596,0,0,0,1,0,0,0,2020-01-11,2020-01-21
4957,1,1,0,1,0,0,0,2020-01-11,2020-01-21
200,1,1,1,1,1,0,0,2020-01-11,2020-01-21
349,1,1,0,1,1,0,0,2020-01-11,2020-01-21
6714,0,0,1,0,0,0,0,2020-01-12,2020-01-20
7778,1,0,0,0,0,0,0,2021-10-12,2021-10-20
1260,1,1,1,1,1,0,0,2021-10-12,2021-10-20
3110,1,1,1,0,0,0,0,2021-10-21,2021-10-21
3688,1,0,0,0,0,0,0,2021-10-12,2021-10-20
7838,1,1,1,0,0,0,0,2021-10-21,2021-10-21
5020,1,1,1,1,1,0,0,2021-10-10,2021-10-20
7839,0,1,1,1,1,0,0,2021-10-12,2021-10-20
92,0,0,0,0,1,0,0,2020-01-12,2020-01-21
1242,0,0,0,1,1,0,0,2020-01-11,2020-01-12
7566,1,1,1,1,0,0,1,2020-01-11,2020-01-21
342,1,1,1,1,1,1,0,2020-01-11,2020-01-21
2505,1,1,1,1,1,1,1,2020-01-11,2020-01-21
4787,0,0,0,0,1,0,0,2020-01-12,2020-01-21
328,0,0,0,0,0,1,0,2020-01-12,2020-01-21
115,0,0,0,0,1,0,1,2020-01-12,2020-01-21
7608,1,1,1,1,0,1,1,2020-01-11,2020-01-21
114,1,1,1,1,1,0,1,2020-01-11,2020-01-21
186,1,1,1,1,1,0,0,2020-01-11,2020-01-21
153,1,1,1,1,1,0,1,2020-01-11,2020-01-21
686,1,1,1,1,1,0,0,2020-01-11,2020-01-21
2318,0,0,0,1,1,0,0,2020-01-11,2020-01-12
3178,1,1,1,1,1,0,0,2020-01-11,2020-01-20
3761,1,1,1,1,1,0,0,2020-01-11,2020-01-20
258,0,0,0,1,1,0,0,2020-01-11,2020-01-12
7598,1,1,1,1,0,0,0,2020-01-11,2020-01-12
7597,1,1,1,1,0,0,0,2020-01-11,2020-01-20
4554,0,0,0,0,0,0,1,2020-01-12,2020-01-20
5497,1,1,1,1,0,0,1,2020-01-11,2020-01-21
34,1,1,1,1,0,0,1,2020-01-11,2020-01-21
4262,1,1,1,1,0,0,1,2020-01-11,2020-01-21
4508,1,1,1,1,1,0,0,2020-01-11,2020-01-21
2134,1,1,1,1,0,0,0,2020-01-11,2020-01-21
4392,1,1,1,1,1,0,0,2020-01-11,2020-01-21
289,0,0,0,0,1,0,0,2020-01-12,2020-01-21
7600,1,1,1,1,1,0,0,2020-01-11,2020-01-21
2385,0,1,1,1,1,0,0,2020-01-11,2020-01-21
2335,0,1,1,1,0,0,0,2020-01-21,2020-01-23
6850,0,0,0,0,1,0,0,2020-01-12,2020-01-21
57,0,1,1,1,1,0,0,2020-01-11,2020-01-21
1068,0,0,0,0,0,1,0,2020-01-12,2020-01-21
1530,0,1,1,1,1,1,0,2020-01-11,2020-01-21
3084,0,0,0,1,1,1,0,2020-01-11,2020-01-12
2066,0,1,1,1,1,0,0,2020-01-11,2020-01-21
4757,0,1,1,1,1,0,0,2020-01-11,2020-01-21
178,0,0,0,1,1,0,0,2020-01-11,2020-01-12
2174,1,1,1,1,1,0,0,2020-01-21,2021-10-21
2374,0,0,0,0,0,1,1,2020-01-21,2021-10-21
2843,0,1,0,0,1,0,0,2020-01-12,2020-01-12
3047,0,0,1,0,1,0,0,2020-01-12,2020-01-21
3863,1,1,1,1,1,0,0,2020-01-21,2021-10-12
201,1,1,1,1,1,0,0,2020-01-21,2021-10-12
1200,0,0,0,0,0,1,1,2020-01-20,2020-01-20
1124,1,1,1,1,0,0,0,2020-01-11,2020-01-21
3925,1,1,1,1,1,0,0,2020-01-11,2020-01-21
2358,1,1,1,1,1,0,0,2020-01-11,2020-01-21
1250,1,1,1,1,1,0,0,2020-01-11,2020-01-21
2152,0,1,1,1,1,0,0,2020-01-11,2020-01-12
679,1,1,1,1,1,0,0,2020-01-11,2020-01-21
3822,0,1,1,1,1,0,0,2020-01-20,2020-01-20
684,1,1,1,1,1,0,0,2020-01-13,2020-01-21
339,1,0,0,0,0,0,0,2020-01-12,2020-01-20
2202,1,1,1,1,1,0,0,2020-01-13,2020-01-21
2544,1,1,1,1,1,0,0,2020-01-11,2020-01-21
1122,1,1,1,1,1,0,0,2020-01-11,2020-01-12
1038,0,0,0,0,0,1,0,2020-01-12,2020-01-12
4692,1,1,1,1,0,0,0,2020-01-11,2020-01-12
7646,1,1,1,1,0,0,0,2020-01-11,2020-01-12
4807,0,1,1,1,1,0,0,2020-01-20,2020-01-21
4020,1,1,1,1,0,0,0,2020-01-13,2020-01-20
205,1,1,1,1,1,0,0,2020-01-13,2020-01-21
637,1,1,1,1,0,0,0,2020-01-11,2020-01-21
6654,0,0,0,1,0,0,0,2020-01-12,2020-01-21
1926,1,1,1,1,1,1,0,2020-01-11,2020-01-21
5467,0,0,1,0,0,0,0,2020-01-12,2020-01-20
164,0,0,0,0,0,0,1,2020-01-12,2020-01-20
1123,1,1,1,1,0,0,0,2020-01-11,2020-01-12
268,0,0,0,1,1,0,0,2020-01-11,2020-01-12
4215,1,1,1,1,1,0,0,2020-01-11,2020-01-12
7139,1,1,1,1,1,0,0,2020-01-13,2020-01-20
2077,1,1,1,1,1,0,0,2020-01-11,2020-01-12
2884,1,1,1,1,1,0,0,2020-01-11,2020-01-21
7344,0,0,1,0,1,0,0,2020-01-12,2020-01-21
3897,0,0,0,0,0,1,1,2020-01-12,2020-01-12
4759,1,1,1,1,1,0,0,2020-01-12,2020-01-21
6949,1,1,1,1,1,0,0,2020-01-11,2020-01-21
7349,1,1,1,1,1,0,0,2020-01-11,2020-01-21
7360,1,1,1,1,1,0,0,2020-01-11,2020-01-21
281,0,0,0,0,0,1,0,2020-01-12,2020-01-21
330,1,1,0,1,1,0,0,2020-01-11,2020-01-21
344,0,1,1,1,1,0,0,2020-01-11,2020-01-21
298,1,1,1,1,0,0,0,2020-01-12,2020-01-21
341,1,1,1,1,0,1,0,2020-01-22,2021-10-10
835,1,1,1,1,1,0,0,2021-10-20,2021-10-20
4043,1,1,1,1,1,0,0,2021-10-20,2021-10-21
1305,1,1,1,1,1,0,0,2020-01-12,2020-01-12
398,1,1,1,1,1,0,0,2021-10-20,2021-10-21
2973,1,1,1,1,1,0,0,2020-01-21,2021-10-21
7093,0,0,1,0,0,0,0,2021-10-12,2021-10-20
2501,1,1,1,1,1,0,0,2021-10-12,2021-10-20
159,1,1,1,1,1,0,0,2020-01-11,2020-01-21
2470,1,1,1,1,1,0,0,2020-01-21,2021-10-21
7102,1,1,1,1,1,0,0,2020-01-21,2021-10-21
7412,0,1,1,1,1,0,0,2020-01-11,2020-01-12
5310,1,1,1,0,0,0,0,2020-01-12,2020-01-12
7159,0,0,1,0,1,0,0,2020-01-12,2020-01-12
3673,1,1,1,1,0,0,0,2020-01-11,2020-01-12
240,1,1,1,1,1,0,0,2020-01-12,2020-01-21
779,1,1,1,1,1,0,0,2020-01-21,2021-10-21
791,0,1,1,1,1,1,1,2020-01-11,2020-01-21
783,0,0,0,0,1,0,0,2020-01-12,2020-01-20
784,1,1,0,1,1,0,0,2020-01-12,2020-01-20
785,1,1,1,1,1,0,0,2020-01-12,2020-01-20
4959,0,0,0,0,0,1,0,2020-01-22,2021-10-10
292,1,1,1,1,1,0,0,2020-01-21,2021-10-21
379,0,1,1,1,1,0,0,2020-01-21,2021-10-21
7437,0,0,0,0,0,1,0,2020-01-21,2021-10-21
1593,0,0,0,0,0,1,0,2020-01-21,2021-10-21
371,1,0,0,0,0,0,0,2020-01-21,2021-10-21
293,0,0,1,0,0,0,0,2020-01-21,2021-10-21
297,1,1,0,1,1,0,0,2020-01-21,2021-10-21
348,0,0,0,0,0,1,0,2020-01-21,2021-10-21
340,1,0,0,0,0,0,0,2020-01-21,2021-10-21
367,0,0,0,0,1,0,0,2020-01-21,2021-10-21
3539,0,0,0,0,0,0,1,2020-01-21,2021-10-21
1725,0,0,0,0,1,0,0,2020-01-21,2021-10-21
3236,0,0,1,0,0,0,0,2020-01-21,2021-10-21
364,1,1,1,1,1,1,1,2020-01-21,2021-10-21
431,0,1,1,1,1,0,0,2020-01-21,2021-10-21
4653,0,0,0,0,0,0,1,2020-01-21,2021-10-21
3238,1,1,0,1,1,1,0,2020-01-21,2021-10-21
3538,0,0,0,0,1,0,1,2020-01-22,2021-10-10
300,0,0,0,0,0,1,0,2020-01-21,2021-10-21
352,0,0,1,0,0,0,0,2020-01-21,2021-10-21
359,1,1,1,1,0,0,0,2020-01-22,2020-01-23
335,0,0,0,0,0,1,0,2020-01-21,2021-10-21
419,0,0,0,0,1,0,0,2020-01-21,2021-10-21
351,0,0,1,0,0,0,0,2020-01-22,2020-01-23
365,1,1,0,1,1,0,0,2020-01-21,2021-10-21
363,1,1,1,1,0,1,0,2020-01-21,2021-10-21
362,1,1,1,1,0,0,0,2020-01-21,2021-10-21
350,1,1,0,1,1,0,0,2020-01-21,2021-10-21
361,0,0,1,0,0,0,0,2020-01-21,2021-10-21
338,0,0,0,0,1,0,0,2020-01-21,2021-10-21
357,1,1,0,1,0,0,0,2020-01-21,2021-10-21
541,1,0,0,0,0,0,0,2020-01-13,2020-01-20
2054,1,1,1,1,1,1,1,2020-01-13,2020-01-21
4390,0,1,1,1,1,1,1,2020-01-20,2020-01-21
7833,0,1,0,1,0,0,0,2020-01-11,2020-01-21
2543,1,0,1,0,1,0,0,2020-01-12,2020-01-21
36,1,1,1,1,1,0,0,2020-01-11,2020-01-21
7879,0,0,0,0,0,1,0,2020-01-12,2020-01-21
131,1,0,0,0,0,0,0,2020-01-12,2020-01-20
7880,1,1,1,1,1,1,1,2020-01-11,2020-01-21
2,0,0,0,0,0,0,1,2020-01-12,2020-01-20
1317,0,1,1,1,1,1,0,2020-01-11,2020-01-21
126,0,0,0,0,0,0,1,2020-01-12,2020-01-20
817,0,0,1,0,0,1,0,2020-01-12,2020-01-21
623,1,1,1,1,1,1,0,2020-01-21,2021-10-21
3373,0,0,1,0,0,1,0,2020-01-21,2021-10-21
318,1,1,1,1,1,0,1,2020-01-21,2021-10-21
366,1,1,1,1,1,1,1,2020-01-11,2020-01-21
2683,0,0,0,0,0,1,0,2020-01-12,2020-01-21
3239,0,0,1,0,0,0,0,2020-01-12,2020-01-20
3237,1,1,0,1,1,1,0,2020-01-11,2020-01-21
602,0,0,0,0,0,0,1,2020-01-12,2020-01-20
354,1,1,1,1,0,1,0,2020-01-11,2020-01-21
358,1,1,1,1,0,0,0,2020-01-11,2020-01-21
356,0,0,1,0,0,0,0,2020-01-12,2020-01-20
360,1,1,0,1,0,0,0,2020-01-11,2020-01-21
386,1,1,0,1,1,0,0,2020-01-21,2021-10-21
369,1,1,1,1,1,0,0,2020-01-21,2021-10-21
355,1,1,1,1,0,1,0,2020-01-21,2021-10-21
336,0,0,0,0,1,1,0,2020-01-21,2021-10-21
337,0,0,0,0,1,1,0,2020-01-12,2020-01-21
447,0,0,0,0,1,1,0,2020-01-12,2020-01-21
430,0,1,1,1,1,0,0,2020-01-21,2021-10-21
4764,0,0,0,0,1,1,0,2020-01-21,2021-10-21
331,1,0,0,0,0,0,0,2020-01-21,2021-10-21
353,1,1,1,1,1,0,1,2020-01-21,2021-10-21
343,1,1,1,1,1,1,0,2020-01-21,2021-10-21
1700,1,1,1,1,1,0,0,2020-01-21,2021-10-20
4310,0,0,0,0,0,1,0,2020-01-21,2021-10-21
2308,0,0,0,0,0,0,1,2020-01-21,2021-10-21
558,0,0,0,0,0,0,1,2020-01-21,2021-10-21
7286,1,1,0,1,1,0,0,2020-01-21,2021-10-20
151,0,0,1,0,0,0,0,2020-01-12,2020-01-20
2639,1,0,0,0,0,0,0,2020-01-21,2021-10-21
670,1,1,1,1,1,1,0,2020-01-21,2021-10-21
994,1,1,1,1,1,0,0,2020-01-21,2021-10-20
7552,1,1,1,1,1,1,1,2020-01-21,2021-10-21
2606,0,0,1,0,0,0,0,2020-01-21,2021-10-20
2761,0,0,0,0,1,0,1,2020-01-12,2020-01-21
4230,0,0,0,0,1,0,1,2020-01-21,2021-10-21
5096,0,0,0,0,1,0,1,2020-01-21,2021-10-21
1900,0,0,0,0,0,1,0,2020-01-22,2021-10-10
5409,0,0,0,0,1,0,1,2020-01-22,2021-10-10
6794,1,1,1,1,1,0,1,2020-01-22,2021-10-10
274,1,1,1,1,0,0,0,2020-01-22,2020-01-23
5377,1,1,1,1,0,1,0,2020-01-22,2021-10-10
4061,0,0,0,0,1,1,1,2020-01-22,2021-10-10
1977,0,0,0,0,0,1,1,2020-01-12,2020-01-21
1976,0,0,0,0,0,1,1,2020-01-21,2021-10-21
7561,0,0,0,0,0,1,1,2021-10-10,2021-10-21
874,1,1,1,1,1,0,1,2020-01-21,2021-10-21
7147,0,0,0,0,1,1,0,2020-01-21,2021-10-21
4935,1,0,0,0,1,1,1,2020-01-21,2021-10-21
3956,1,1,1,1,1,0,0,2020-01-21,2021-10-20
2304,1,1,1,1,1,1,0,2020-01-11,2020-01-21
7545,0,0,0,0,1,0,0,2020-01-12,2020-01-21
501,1,1,1,1,1,0,0,2020-01-21,2021-10-21
383,0,0,0,0,0,1,1,2020-01-12,2020-01-21
866,1,1,1,1,1,1,0,2020-01-11,2020-01-21
1785,1,1,1,1,0,0,1,2020-01-21,2021-10-21
2186,0,0,0,0,1,0,0,2020-01-21,2021-10-21
2751,0,0,0,0,0,1,0,2021-10-10,2021-10-13
764,1,1,1,1,1,1,0,2020-01-21,2021-10-21
758,0,0,0,0,0,1,0,2020-01-21,2021-10-21
752,1,1,1,1,1,0,0,2020-01-21,2021-10-21
760,0,0,0,0,0,0,1,2020-01-21,2021-10-21
798,1,1,1,1,1,0,0,2020-01-21,2021-10-21
403,1,1,1,1,1,1,0,2020-01-11,2020-01-21
3153,1,1,1,1,1,1,0,2020-01-11,2020-01-21
792,1,1,1,1,1,1,0,2020-01-21,2021-10-21
793,1,1,1,1,1,1,0,2020-01-11,2020-01-21
809,0,0,0,0,0,1,0,2020-01-13,2020-01-21
2518,0,0,0,0,0,0,1,2020-01-21,2021-10-21
4564,1,0,0,0,0,0,0,2020-01-21,2021-10-21
2750,0,0,0,0,0,0,1,2020-01-21,2021-10-13
3667,0,0,0,0,1,0,0,2020-01-21,2021-10-20
21,1,1,1,1,0,0,0,2020-01-11,2020-01-21
1567,1,1,1,1,0,0,0,2020-01-21,2021-10-21
3884,1,1,1,1,0,0,0,2020-01-21,2021-10-21
2908,0,0,0,0,0,0,1,2020-01-21,2021-10-21
1971,1,1,1,1,1,1,0,2020-01-21,2021-10-21
3741,0,0,0,0,0,1,0,2020-01-21,2021-10-21
211,1,1,1,1,1,0,0,2020-01-21,2021-10-21
1032,0,0,0,0,0,1,0,2020-01-21,2021-10-21
1022,0,0,0,0,0,0,1,2020-01-21,2021-10-21
275,0,0,0,0,1,0,0,2020-01-21,2021-10-21
1788,0,0,1,0,0,1,0,2020-01-12,2020-01-21
1046,0,0,0,0,0,1,0,2020-01-21,2021-10-21
1023,0,0,0,0,0,1,1,2020-01-12,2020-01-21
1033,1,1,1,1,1,1,1,2020-01-11,2020-01-21
395,1,1,1,1,0,1,1,2020-01-11,2020-01-21
1961,0,0,1,0,0,1,0,2020-01-12,2020-01-21
453,0,1,1,1,0,0,0,2020-01-11,2020-01-21
640,1,1,1,1,1,0,1,2020-01-11,2020-01-21
7881,1,1,0,1,1,0,0,2020-01-11,2020-01-21
7882,0,0,1,0,0,0,0,2020-01-12,2020-01-20
7883,1,1,0,1,1,0,0,2020-01-21,2020-01-21
3274,1,0,0,0,0,0,0,2020-01-12,2020-01-20
3883,1,1,1,1,0,0,0,2020-01-11,2020-01-21
5507,1,1,0,1,1,0,0,2020-01-13,2020-01-21
5506,1,1,0,1,1,0,0,2020-01-11,2020-01-12
5009,0,1,1,1,1,0,0,2020-01-11,2020-01-21
5343,0,0,0,1,1,0,0,2020-01-11,2020-01-12
5344,1,1,1,1,1,0,0,2020-01-12,2020-01-21
5484,1,1,1,1,1,0,0,2020-01-11,2020-01-21
5561,0,1,0,0,1,1,0,2020-01-12,2020-01-21
3681,0,0,1,0,1,0,0,2020-01-12,2020-01-20
3680,1,1,0,1,1,0,0,2020-01-11,2020-01-21
2426,1,1,0,0,1,0,0,2020-01-12,2020-01-21
3899,0,0,1,1,1,0,0,2020-01-11,2020-01-21
2681,1,0,0,0,0,0,0,2020-01-21,2021-10-20
2247,0,0,0,0,1,0,0,2020-01-21,2021-10-20
4917,1,1,1,1,1,0,1,2020-01-22,2021-10-20
578,1,1,0,1,1,0,0,2020-01-21,2021-10-21
583,0,0,1,0,0,0,0,2020-01-21,2021-10-21
571,1,1,1,1,1,0,0,2020-01-21,2021-10-21
5316,1,1,1,1,1,1,1,2020-01-11,2020-01-21
2708,1,1,1,1,1,1,0,2020-01-21,2021-10-21
2223,1,1,1,1,1,1,1,2020-01-21,2021-10-21
1491,0,0,0,0,0,0,1,2020-01-21,2021-10-21
3140,0,0,0,0,0,1,0,2020-01-21,2021-10-21
2491,0,0,0,0,0,0,1,2020-01-21,2021-10-20
4803,1,1,1,1,0,1,0,2020-01-21,2021-10-21
2762,0,0,0,0,1,0,1,2020-01-21,2021-10-21
3525,1,1,1,1,0,1,1,2020-01-21,2021-10-21
5391,0,0,0,0,0,0,1,2020-01-22,2021-10-10
5214,1,1,1,1,1,0,0,2020-01-21,2021-10-20
2592,1,1,1,1,0,0,0,2020-01-21,2021-10-21
2842,1,1,0,1,1,0,0,2020-01-21,2021-10-20
2015,0,0,0,0,0,0,1,2020-01-21,2021-10-21
4543,0,0,0,0,1,0,0,2020-01-21,2021-10-20
3146,0,0,0,0,0,0,1,2020-01-21,2021-10-21
3172,1,1,1,1,1,0,0,2020-01-21,2021-10-20
1716,1,1,1,1,1,0,0,2020-01-21,2021-10-21
5144,1,0,0,0,0,0,0,2020-01-21,2021-10-20
401,1,1,1,1,1,0,0,2020-01-21,2021-10-21
4713,1,1,1,1,1,0,0,2020-01-21,2021-10-21
2111,1,1,1,1,0,1,0,2020-01-22,2021-10-10
2109,1,1,1,1,1,1,0,2020-01-21,2021-10-21
2110,1,1,1,1,1,1,0,2020-01-11,2020-01-21
1901,0,1,1,1,1,0,0,2020-01-21,2021-10-21
7887,1,1,1,1,1,1,1,2020-01-11,2020-01-21
4413,0,0,1,0,1,1,0,2020-01-12,2020-01-21
4412,0,0,1,0,1,1,0,2020-01-21,2021-10-21
7076,1,1,1,1,1,0,0,2020-01-13,2020-01-21
7079,1,1,1,1,1,1,0,2020-01-11,2020-01-21
7090,1,1,1,1,1,1,0,2020-01-11,2020-01-21
6980,0,0,0,0,1,1,0,2020-01-21,2021-10-21
6051,0,0,0,0,1,1,1,2020-01-21,2021-10-21
3826,0,0,0,0,1,1,1,2020-01-12,2020-01-21
4160,1,1,1,1,0,0,0,2020-01-21,2021-10-21
2205,1,1,0,1,1,0,0,2020-01-21,2021-10-20
7078,1,1,0,1,1,1,1,2020-01-21,2021-10-21
1691,0,0,1,0,0,0,0,2020-01-21,2021-10-21
7077,1,1,0,1,1,1,1,2020-01-11,2020-01-21
4301,1,1,1,1,0,1,1,2020-01-21,2021-10-21
