service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
874,1,1,1,1,1,0,1,20201213,20210217
7147,0,0,0,0,1,1,0,20201218,20210213
4935,1,0,0,0,1,1,1,20201213,20210215
3956,1,1,1,1,1,0,0,20201214,20210205
2304,1,1,1,1,1,1,0,20201119,20201211
7545,0,0,0,0,1,0,0,20201120,20201211
501,1,1,1,1,1,0,0,20201214,20210217
383,0,0,0,0,0,1,1,20201121,20201212
866,1,1,1,1,1,1,0,20201119,20201212
1785,1,1,1,1,0,0,1,20201213,20210217
2186,0,0,0,0,1,0,0,20201218,20210212
2751,0,0,0,0,0,1,0,20210109,20210130
764,1,1,1,1,1,1,0,20201214,20210217
758,0,0,0,0,0,1,0,20201219,20210213
752,1,1,1,1,1,0,0,20201214,20210217
760,0,0,0,0,0,0,1,20201213,20210214
798,1,1,1,1,1,0,0,20201214,20210217
403,1,1,1,1,1,1,0,20201119,20201212
3153,1,1,1,1,1,1,0,20201119,20201212
792,1,1,1,1,1,1,0,20201214,20210217
793,1,1,1,1,1,1,0,20201119,20201212
809,0,0,0,0,0,1,0,20201130,20201212
2518,0,0,0,0,0,0,1,20201213,20210214
4564,1,0,0,0,0,0,0,20201214,20210215
2750,0,0,0,0,0,0,1,20201213,20210131
3667,0,0,0,0,1,0,0,20201218,20210205
21,1,1,1,1,0,0,0,20201119,20201210
1567,1,1,1,1,0,0,0,20201214,20210217
3884,1,1,1,1,0,0,0,20201214,20210217
2908,0,0,0,0,0,0,1,20201213,20210214
1971,1,1,1,1,1,1,0,20201214,20210217
3741,0,0,0,0,0,1,0,20201219,20210213
211,1,1,1,1,1,0,0,20201214,20210217
1032,0,0,0,0,0,1,0,20201219,20210213
1022,0,0,0,0,0,0,1,20201213,20210214
275,0,0,0,0,1,0,0,20201218,20210212
1788,0,0,1,0,0,1,0,20201121,20201212
1046,0,0,0,0,0,1,0,20201219,20210213
1023,0,0,0,0,0,1,1,20201121,20201212
1033,1,1,1,1,1,1,1,20201119,20201212
395,1,1,1,1,0,1,1,20201119,20201212
1961,0,0,1,0,0,1,0,20201121,20201212
453,0,1,1,1,0,0,0,20201119,20201210
640,1,1,1,1,1,0,1,20201119,20201211
7881,1,1,0,1,1,0,0,20201119,20201211
7882,0,0,1,0,0,0,0,20201125,20201209
7883,1,1,0,1,1,0,0,20201214,20201218
3274,1,0,0,0,0,0,0,20201123,20201207
3883,1,1,1,1,0,0,0,20201119,20201210
5507,1,1,0,1,1,0,0,20201130,20201211
5506,1,1,0,1,1,0,0,20201119,20201127
5009,0,1,1,1,1,0,0,20201119,20201211
5343,0,0,0,1,1,0,0,20201119,20201124
5344,1,1,1,1,1,0,0,20201125,20201211
5484,1,1,1,1,1,0,0,20201119,20201211
5561,0,1,0,0,1,1,0,20201120,20201212
3681,0,0,1,0,1,0,0,20201120,20201209
3680,1,1,0,1,1,0,0,20201119,20201211
2426,1,1,0,0,1,0,0,20201120,20201211
3899,0,0,1,1,1,0,0,20201119,20201211
2681,1,0,0,0,0,0,0,20201214,20210201
2247,0,0,0,0,1,0,0,20201218,20210205
4917,1,1,1,1,1,0,1,20201228,20210205
578,1,1,0,1,1,0,0,20201214,20210212
583,0,0,1,0,0,0,0,20201216,20210210
571,1,1,1,1,1,0,0,20201214,20210212
5316,1,1,1,1,1,1,1,20201119,20201212
2708,1,1,1,1,1,1,0,20201214,20210217
2223,1,1,1,1,1,1,1,20201213,20210217
1491,0,0,0,0,0,0,1,20201213,20210214
3140,0,0,0,0,0,1,0,20201219,20210213
2491,0,0,0,0,0,0,1,20201213,20210207
4803,1,1,1,1,0,1,0,20201214,20210217
2762,0,0,0,0,1,0,1,20201213,20210214
3525,1,1,1,1,0,1,1,20201213,20210217
5391,0,0,0,0,0,0,1,20201220,20210103
5214,1,1,1,1,1,0,0,20201214,20210205
2592,1,1,1,1,0,0,0,20201214,20210217
2842,1,1,0,1,1,0,0,20201214,20210205
2015,0,0,0,0,0,0,1,20201213,20210214
4543,0,0,0,0,1,0,0,20201218,20210205
3146,0,0,0,0,0,0,1,20201213,20210214
3172,1,1,1,1,1,0,0,20201214,20210205
1716,1,1,1,1,1,0,0,20201214,20210217
5144,1,0,0,0,0,0,0,20201214,20210201
401,1,1,1,1,1,0,0,20201214,20210217
4713,1,1,1,1,1,0,0,20201214,20210217
2111,1,1,1,1,0,1,0,20201228,20210102
2109,1,1,1,1,1,1,0,20201214,20210217
2110,1,1,1,1,1,1,0,20201119,20201212
1901,0,1,1,1,1,0,0,20201215,20210217
7887,1,1,1,1,1,1,1,20201119,20201212
4413,0,0,1,0,1,1,0,20201120,20201212
4412,0,0,1,0,1,1,0,20201216,20210217
7076,1,1,1,1,1,0,0,20201130,20201211
7079,1,1,1,1,1,1,0,20201119,20201212
7090,1,1,1,1,1,1,0,20201119,20201212
6980,0,0,0,0,1,1,0,20201218,20210213
6051,0,0,0,0,1,1,1,20201213,20210214
3826,0,0,0,0,1,1,1,20201120,20201212
4160,1,1,1,1,0,0,0,20201214,20210217
2205,1,1,0,1,1,0,0,20201214,20210207
7078,1,1,0,1,1,1,1,20201213,20210216
1691,0,0,1,0,0,0,0,20201216,20210217
7077,1,1,0,1,1,1,1,20201119,20201212
4301,1,1,1,1,0,1,1,20201213,20210217
4300,1,1,1,1,0,1,1,20201119,20201212
7137,0,0,0,0,0,1,1,20201213,20210217
2021,0,0,0,0,1,0,1,20201213,20210217
2022,0,0,0,0,1,0,1,20201120,20201211
7136,0,0,0,0,1,0,0,20201120,20201211
7134,0,0,0,0,1,0,0,20201218,20210207
4435,0,0,0,0,1,0,1,20201120,20201211
4185,0,0,0,0,0,0,1,20201122,20201206
4969,1,0,0,0,0,0,0,20201214,20210201
4970,0,1,1,1,1,1,1,20201213,20210217
4184,0,0,0,0,0,0,1,20201213,20210214
1056,1,0,0,0,0,0,0,20201123,20201207
2293,1,1,1,1,1,0,0,20201119,20201211
4281,1,1,1,1,1,0,0,20201119,20201211
3002,1,1,1,1,1,0,0,20201214,20210217
2121,1,1,1,1,1,0,0,20201214,20210217
7145,0,0,0,0,1,0,1,20201120,20201211
7146,0,0,0,0,1,0,1,20201228,20210205
4655,0,1,1,1,1,1,0,20201119,20201212
7148,0,1,1,1,1,1,0,20201215,20210217
7153,0,1,1,1,1,0,0,20201119,20201211
6837,1,1,1,1,1,1,1,20201213,20210217
7156,1,1,1,1,0,1,1,20201213,20210217
3179,1,1,1,1,1,0,0,20201204,20201211
7157,1,1,1,1,1,1,0,20201119,20201203
6915,0,0,0,0,0,0,1,20201213,20210131
4190,1,1,1,1,0,0,0,20201214,20210128
4191,1,1,1,1,0,0,0,20201119,20201210
2591,1,1,0,1,0,0,0,20201119,20201210
2590,1,1,0,1,0,0,0,20201214,20210204
769,1,1,1,1,1,0,0,20201214,20210217
775,0,0,0,0,0,1,1,20201213,20210214
782,1,1,0,1,1,0,0,20201214,20210216
796,0,0,0,0,1,0,0,20201218,20210212
797,1,1,1,1,0,0,0,20201214,20210217
800,0,0,0,0,0,0,1,20201213,20210214
801,0,0,0,0,0,1,0,20201219,20210213
688,1,1,1,1,1,0,0,20201214,20210217
5595,1,1,1,1,1,0,0,20201214,20210217
900,0,0,1,0,0,0,0,20201119,20201211
824,1,1,0,1,1,0,0,20201214,20210216
820,1,1,0,1,0,0,0,20201221,20201231
795,0,0,0,0,0,0,1,20201213,20210214
774,0,0,0,0,0,0,1,20201213,20210214
2772,0,0,0,0,1,1,0,20201218,20210213
1957,0,0,0,0,0,0,1,20201129,20201206
811,0,0,0,0,0,1,0,20201128,20201212
815,1,1,1,1,1,0,0,20201123,20201211
813,0,0,0,1,1,0,0,20201119,20201120
816,0,0,0,0,0,1,1,20201128,20201212
7535,1,1,1,1,1,1,0,20201214,20210217
3343,1,1,1,1,0,0,0,20201221,20201231
818,0,0,1,0,0,1,0,20201216,20210217
819,0,0,1,0,0,1,0,20201216,20210217
664,1,1,1,1,1,0,0,20201119,20201211
7718,0,0,0,0,1,0,0,20201218,20210212
590,1,1,0,1,0,0,0,20201119,20201210
6605,1,1,1,1,1,1,0,20201201,20201212
6653,1,1,1,1,1,1,1,20201213,20210217
4470,1,1,1,1,1,0,0,20201214,20210217
210,0,0,0,0,0,1,1,20201205,20201212
6655,1,1,1,1,1,1,1,20201213,20210217
6603,0,1,1,1,1,1,1,20201201,20201212
6604,1,1,1,1,1,1,1,20201213,20210217
5346,1,1,1,1,0,1,0,20201201,20201212
5349,1,1,1,1,0,1,1,20201213,20210217
6668,0,0,0,0,1,0,0,20201218,20210212
7315,0,0,0,0,0,0,1,20201213,20210214
471,0,0,0,0,1,0,0,20201204,20201211
1777,1,1,1,1,1,1,0,20201201,20201212
4978,1,1,1,1,1,1,0,20201214,20210217
5347,0,0,0,0,1,0,0,20201218,20210212
1778,1,1,1,1,1,1,1,20201213,20210217
3056,0,0,0,0,0,1,1,20201213,20210214
3054,1,1,1,1,1,0,0,20201214,20210217
5023,1,1,1,1,1,0,0,20201214,20210217
4792,1,1,1,1,1,1,1,20201119,20201212
3053,1,1,1,1,1,0,0,20201214,20210217
2271,0,1,1,1,1,0,0,20201215,20210212
2221,1,1,1,1,1,1,0,20201201,20201212
5114,0,0,0,0,0,0,1,20201213,20210214
6656,1,1,1,1,1,0,1,20201213,20210214
6659,1,1,1,0,0,0,0,20210215,20210217
1160,1,0,0,0,0,0,0,20201214,20210208
2269,0,1,1,1,1,0,0,20201201,20201211
2268,0,1,1,0,0,0,0,20210216,20210217
5149,1,1,1,1,1,1,1,20201119,20201212
3799,1,1,1,0,0,0,0,20210215,20210217
5151,1,1,1,0,0,0,0,20210215,20210217
6678,1,1,1,0,0,0,0,20210215,20210217
3802,1,1,1,1,1,1,1,20201213,20210214
4536,1,1,1,1,1,1,0,20201201,20201212
6680,0,1,1,0,0,0,0,20201215,20201216
7572,1,1,1,1,1,0,0,20201214,20210212
7571,1,1,1,0,0,0,0,20210215,20210217
3939,0,0,0,0,0,1,0,20201219,20210213
6681,1,1,1,1,1,1,0,20201214,20210213
4534,0,0,0,0,1,1,1,20201204,20201206
1647,1,1,1,1,1,0,0,20201207,20201211
5199,0,1,1,1,1,0,0,20201126,20201204
5202,1,1,1,1,1,0,0,20210104,20210207
1419,0,0,0,0,0,0,1,20201213,20210214
5198,0,0,0,0,0,1,0,20210102,20210206
2116,1,1,1,1,1,0,0,20201204,20201211
2115,0,1,0,1,0,0,0,20201126,20201203
6607,0,0,0,0,0,0,1,20201213,20210207
2118,0,0,0,0,0,1,0,20210109,20210206
2120,1,1,1,1,1,0,0,20210104,20210207
1337,1,1,1,1,1,1,1,20201213,20210217
4805,1,1,1,1,1,1,1,20201213,20210217
4494,0,0,0,0,0,1,1,20201213,20210214
6646,1,1,1,1,1,0,1,20201213,20210217
4312,0,1,1,1,1,1,1,20201201,20201212
3367,0,1,1,1,1,0,1,20201201,20201211
6685,1,1,1,1,1,1,1,20201119,20201130
6684,0,0,1,0,0,0,0,20210106,20210217
6687,1,1,0,1,1,1,1,20201213,20210216
4254,1,1,1,1,1,1,0,20201214,20210217
4806,1,1,1,1,1,1,1,20201119,20201130
5532,0,1,1,1,1,1,1,20201201,20201212
5533,1,1,1,0,0,0,0,20210215,20210217
5530,1,1,1,1,1,1,1,20201213,20210214
1520,0,0,0,0,1,0,0,20210108,20210212
6632,1,1,1,1,0,1,1,20201213,20210217
509,0,0,0,1,0,0,0,20201224,20201231
1034,0,0,0,0,1,0,0,20201120,20201211
6590,1,1,1,1,0,1,1,20201119,20201212
6592,1,1,1,1,1,1,1,20201213,20210217
6610,0,0,1,1,0,0,0,20210210,20210211
2782,1,1,1,0,0,0,0,20210215,20210217
6611,1,1,1,1,1,1,1,20201213,20210214
1405,0,0,0,0,1,0,0,20201218,20210212
1406,0,0,0,0,0,1,0,20201219,20210102
1403,0,0,0,0,0,0,1,20201213,20210214
1402,0,0,0,0,0,1,0,20210109,20210124
1410,1,1,1,1,0,0,0,20201214,20210211
1401,1,1,1,1,0,0,0,20201201,20201210
6582,0,0,0,0,1,0,0,20201218,20210217
6585,0,0,0,0,0,0,1,20201213,20210214
6587,1,1,1,1,0,0,0,20201201,20201210
6586,1,1,1,1,0,0,0,20201214,20210211
6584,0,0,0,0,0,1,0,20210109,20210123
